"mfr_id","user_id","city_name","mfr_distance","start_point_lng","start_point_lat","end_point_lng","end_point_lat","start_type","end_type","walk","bike","bus","car_pooling","car","motorbike","frequency","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_time","end_time","created_at","deleted_at"
4015,3769,"Milano",33,8.9102312,45.5829359,9.270043,45.422388,1,2,0,0,0,0,10000,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-08 12:25:00.841873","2019-11-08 12:25:22.37292"
NULL,1844,"Fundão",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1401,1213,"Palermo",1,13.3518681487299,38.12769794067,13.3626264,38.118539,1,2,100,0,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-03-15 08:08:25.630319",NULL
1543,1321,"Palermo",1,13.3674508,38.0984036,13.3682397,38.1044347,1,2,0,0,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-04-03 07:59:50.962506",NULL
3817,4663,"München",60,11.6173024,48.6798884,11.559998,48.1402669,1,2,5000,0,0,0,1000,0,1,false,false,false,false,false,true,false,"9:00","4:29","2019-10-26 06:43:50.483267","2019-10-26 06:44:23.106834"
2704,2371,"Antwerpen",74,4.4354077,51.2191327,5.3887681,50.9284716,1,2,0,7000,3000,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-25 09:47:34.849096",NULL
3831,2163,"Modena",1,12.5117497973556,41.922597008208,12.5253626427907,41.9143179207137,12,1,10000,0,3000,0,0,0,4,false,false,false,true,true,true,true,"22:36","22:59","2019-10-27 18:04:05.724988",NULL
407,387,"Palermo",7,13.3314582,38.183427,13.3561106,38.1239185,1,2,70,30,70,22,68,22,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-21 15:07:27.596925",NULL
3495,3886,"Katowice",3,19.0605209,50.2595079,19.0138989,50.2534794,1,2,0,10000,0,0,0,0,1,true,true,true,true,true,true,true,"7:48","8:16","2019-10-01 19:47:04.368322",NULL
2159,1602,"Palermo",1,13.3325346,38.1283649,13.3419262,38.1324081,1,0,0,0,5000,0,0,0,1,true,true,true,true,true,true,true,"9:00","20:15","2019-05-22 10:16:29.734688","2019-05-22 10:17:07.408481"
1826,1552,"Palermo",3,13.3297495,38.1028456,13.3614412,38.1156738,1,2,100,0,0,0,0,0,1,true,true,true,true,true,false,false,"7:55","13:0","2019-05-14 07:00:25.130569",NULL
3650,4535,"Fundão",0,-7.50252279999999,40.137398,-7.50703899999999,40.135806,2,3,10000,0,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-14 13:41:09.12682",NULL
3359,3246,"Teresina",1,-42.7527735811389,-5.10048543965196,-42.7472807301189,-5.11148645904623,1,2,0,10000,0,0,0,0,1,true,true,true,true,true,false,false,"21:34","22:52","2019-09-23 00:35:17.762268",NULL
1265,1094,"Barcelona",4,2.1517896,41.4026437,2.1903161,41.3896119,1,2,100,0,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-03-07 12:07:35.763904",NULL
2575,2307,"Barcelona",1,2.1912834,41.4314382,2.1800751,41.4286755,1,7,10000,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-15 18:29:31.737606","2019-06-15 18:30:50.550631"
2716,332,"Teresina",6,-42.8104853,-5.087689,-42.7549843999999,-5.07065039999999,2,1,0,0,5000,0,10000,0,1,true,true,true,true,true,false,false,"14:33","15:24","2019-06-25 19:33:40.870017",NULL
334,322,"Bologna",3,11.3379175,44.5186318,11.3430945,44.4937544,1,2,100,100,0,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-10 15:51:45.24217",NULL
1310,1132,"Barcelona",3,2.1604917,41.3715713,2.1513554,41.3994257,1,2,0,0,100,0,0,0,1,true,true,true,true,true,false,false,"9:00","18:0","2019-03-08 14:37:51.556993",NULL
3994,4789,"München",6,11.4858796,48.1423953,11.5606757,48.1402863,1,0,0,0,8000,0,1000,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-05 17:12:38.299303",NULL
324,313,"Gent",2,3.731549,51.0447687,3.7032563,51.0522552,2,1,100,75,25,0,50,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-08 13:06:32.985575",NULL
983,824,"Palermo",1,13.3322164,38.1545437,13.3337695,38.149262,1,9,50,0,0,0,50,50,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-02-18 10:21:52.17845",NULL
145,152,"Palermo",2,13.3562634,38.1099702,13.3477737,38.1312141,2,4,75,50,100,0,25,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-22 11:36:18.418179",NULL
1212,1042,"Luxembourg",1,5.92422257280695,49.5611531425937,5.9211251,49.5720739,1,2,50,0,0,0,90,0,1,true,true,true,true,true,false,false,"6:20","21:0","2019-03-05 18:22:35.715313",NULL
NULL,4479,"Amsterdam",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061,1773,"Palermo",1,13.3574672788382,38.1111681043918,13.3470784127712,38.1017859755374,1,2,0,10000,0,0,0,0,1,true,true,true,true,true,false,false,"8:15","17:30","2019-05-21 07:55:34.15309","2019-05-21 07:58:17.472853"
917,770,"Rotterdam",5534,0.0,0.0,5.9436983049029,49.5057422473448,1,2,0,40,40,0,60,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-02-06 13:32:43.424547",NULL
2685,2310,"Palermo",1,13.3614302,38.1229934,13.3512492,38.120205,1,0,10000,0,0,0,10000,10000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-23 15:02:19.440456",NULL
1690,1440,"Barcelona",4,2.1602804,41.3908976,2.1125051,41.3879777,1,2,60,0,100,0,0,0,1,false,false,false,true,true,false,false,"8:20","18:0","2019-04-26 15:25:36.306559",NULL
1833,1558,"Palermo",2,13.3427574,38.1345781,13.3572302,38.1201924,1,2,0,100,0,0,0,0,1,false,true,true,true,true,true,true,"8:30","16:0","2019-05-14 08:01:14.966686",NULL
NULL,1843,"Fundão",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,153,"Palermo",5,13.298287,38.1267882,13.3566512,38.1251029,1,2,75,0,100,0,50,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-22 12:09:42.694644",NULL
4203,4601,"Sosnowiec",0,19.1518519,50.2963679,19.1554091,50.2975287,1,0,10000,0,0,0,0,0,7,true,true,true,true,true,true,true,"1:25","23:25","2019-12-08 18:52:04.189576",NULL
NULL,4543,"Fundão",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3796,3225,"Teresina",1,-42.764957,-5.07326809999999,-42.776319,-5.07913699999999,1,8,0,9000,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-24 16:47:10.579206",NULL
3012,2926,"Teresina",2,-42.7814253,-5.06121659999999,-42.7985212,-5.0586047,1,2,0,0,0,0,10000,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-08-09 14:46:17.64104",NULL
3209,3390,"Teresina",4,-42.7809979,-5.053815,-42.8048720999999,-5.08499219999999,1,2,0,0,0,0,10000,0,1,true,true,true,true,true,false,false,"7:15","16:45","2019-09-08 01:43:31.112511",NULL
618,556,"Gent",39,3.731573,51.0512099,3.304996,50.824698,1,4,20,100,100,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-24 09:41:48.26041",NULL
NULL,3865,"Cagliari",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3746,"Milano",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3124,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2766,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1970,1731,"Palermo",5,13.3312588,38.1540592,13.3580171,38.1187051,1,4,1000,0,9000,0,1000,0,1,true,true,true,true,true,false,false,"9:00","12:30","2019-05-20 02:25:09.332671","2019-05-20 02:26:12.039209"
952,787,"Barcelona",5,2.2020049,41.4359452,2.1524194,41.4075556,1,3,5000,10000,1000,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-02-14 21:25:28.973412",NULL
3510,3748,"Milano",4,9.1303891,45.4568407,9.1755343,45.4684388,1,2,0,0,0,0,10000,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-03 07:35:20.895197",NULL
3895,4719,"Roma",13,12.6101116,41.8249556,12.4984579,41.9092347,1,2,2000,0,0,0,3000,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-30 07:44:33.491157",NULL
3343,3806,"Fundão",2,-7.4991034,40.1486952,-7.5036681,40.1349593,1,2,10000,0,0,0,10000,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-09-21 16:39:55.097738","2019-09-23 16:19:23.275383"
3353,3839,"Milano",9,9.1587487,45.4568489,9.2563558,45.4187106,1,2,7000,0,4000,0,0,0,1,true,true,true,true,true,false,false,"9:00","18:15","2019-09-22 15:23:35.102505",NULL
NULL,2741,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4184,4984,"Milano",41,9.2303641,45.4847853,9.6686965,45.6967694,1,2,2000,0,0,0,1000,0,5,true,true,true,true,true,false,false,"7:0","19:0","2019-12-04 18:58:46.282988",NULL
1005,843,"Palermo",1,13.353885,38.1203409,13.359352,38.1128543,1,2,100,0,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-02-20 11:28:28.860171",NULL
446,421,"Barcelona",2,2.127379,41.3770096,2.11198,41.387016,1,2,10,0,10,0,100,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-27 12:58:07.886344",NULL
NULL,3490,"Barcelona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1740,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,229,"Barcelona",6,2.14119,41.36822,2.1931504,41.4025344,1,2,75,25,75,0,50,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-02 13:50:01.68493",NULL
NULL,2748,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2661,2350,"Barcelona",4,2.1651471,41.3764784,2.1939258,41.403024,1,2,0,2000,6000,0,0,1000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-06-20 18:32:31.610019",NULL
3758,4618,"Barcelona",1,2.1932851,41.431825,2.1923702,41.4367099,1,2,0,0,0,0,0,0,5,true,true,true,true,true,false,false,"9:35","10:15","2019-10-22 08:04:19.388261",NULL
NULL,4570,"München",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3749,2888,"Palermo",1,13.3453914,38.1447334,13.3495356,38.1338996,0,0,10000,0,0,0,0,0,0,false,false,false,false,false,false,false,"21:1","21:26","2019-10-21 21:42:21.172736",NULL
620,442,"Helsinki",1,60.172821,24.9406719,60.1688818,24.9367732,1,9,4000,1000,8000,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-25 10:17:56.126336",NULL
319,309,"Barcelona",2,2.2945775,41.6219858,2.2870889,41.6061927,1,2,75,25,50,25,25,25,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-07 15:59:44.044148",NULL
703,611,"Porto",9,-8.47331379999999,41.3417929,-8.4715699,41.2569258,1,2,0,0,0,100,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-12-13 17:06:30.832436",NULL
NULL,2517,"Helsinki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3378,"Katowice",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2721,2390,"Roma",0,12.6880298,41.8652265,12.6880298,41.8652265,0,1,1000,0,9000,0,0,0,1,true,true,true,true,true,false,false,"20:14","20:23","2019-06-25 20:19:46.007779",NULL
3690,4571,"München",2,11.5559845,48.1356276,11.5826840410697,48.1407820245387,1,2,3000,0,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-17 11:50:36.696566","2019-10-25 07:39:23.420209"
NULL,2746,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3909,4734,"Roma",14,12.59177,42.06349,12.5885318,41.9345684,1,2,2000,0,5000,0,0,0,5,true,true,true,true,true,false,false,"8:0","17:0","2019-10-30 11:01:18.869019",NULL
177,189,"Palermo",1,13.3529437,38.126132,13.3509676,38.1193534,1,2,75,0,0,0,75,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 19:35:35.234554",NULL
310,301,"Barcelona",3,2.1841997,41.4267797,2.2146218,41.4164193,1,2,50,25,100,25,25,25,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-06 19:33:30.970795",NULL
4065,4841,"Palermo",1,13.3639821,38.1252021,13.3546333,38.1332348,1,2,0,6000,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-15 15:26:24.723964",NULL
1735,1477,"Palermo",6,14.8146682,40.6575172,14.7526334,40.6795723,1,2,20,0,0,0,70,0,1,false,true,false,false,false,true,false,"17:55","0:55","2019-05-04 08:42:43.515363",NULL
2257,1823,"Katowice",19,18.9787893,50.1045281,19.073202,50.26196,1,2,0,1000,3000,0,10000,1000,1,true,true,true,true,true,false,false,"6:40","7:20","2019-05-26 07:46:46.252672","2019-05-26 07:55:17.254367"
1423,1231,"Teresina",6,-42.7463121999999,-5.04222189999999,-42.7586212,-5.0980511,1,2,16,80,80,0,60,10,1,true,true,true,true,true,true,true,"9:00","17:00","2019-03-19 02:08:39.647044",NULL
1992,1558,"Palermo",0,13.3427574,38.1345781,13.3436240628362,38.1303235535189,1,9,9000,4000,0,0,0,0,1,true,true,true,true,true,false,false,"8:15","1:25","2019-05-20 06:46:18.31945",NULL
2914,2413,"Barcelona",89,2.16745017870896,41.4027851171695,3.07113864355524,41.8373909974906,1,2,0,0,10000,0,0,0,1,true,true,true,true,true,false,false,"18:6","20:9","2019-07-26 16:07:32.162218",NULL
3631,4515,"Gent",5,3.7318634,51.0744489,3.7303515,51.0338459,1,2,3000,9000,3000,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-12 09:06:24.779733",NULL
2669,1954,"Barcelona",2,2.1213867,41.376885,2.10247,41.3721883,0,1,10000,0,10000,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-06-21 16:21:38.647094",NULL
1440,1247,"Teresina",4,-42.7760235,-5.0891117,-42.7985212,-5.0586047,1,2,0,70,0,0,20,0,1,true,true,true,true,true,false,false,"16:0","20:0","2019-03-20 16:38:31.224842",NULL
1093,379,"Preston",1,13.3569276,38.082607,13.3638693,38.0852535,1,2,10000,0,0,0,0,0,1,true,true,true,true,true,false,false,"8:0","8:20","2019-02-28 12:03:19.661378","2019-02-28 12:03:29.793671"
528,59,"Palermo",7,13.3039619,38.1762468,13.3460355,38.1240694,1,2,25,25,100,0,25,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-06 12:06:00.503092",NULL
NULL,4666,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1926,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1257,1086,"Palermo",1,13.3505792,38.1242625,13.3551569,38.1269781,1,2,60,0,0,0,0,30,1,true,false,true,true,false,false,false,"9:30","12:30","2019-03-07 06:31:06.303033",NULL
3493,4299,"Dublin",8,-46.4928813,-23.5728648,-46.5657556,-23.5447205,1,2,3000,0,6000,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-01 17:35:21.264698",NULL
NULL,3402,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3704,4563,"Torino",3,7.6534258,45.0596412,7.6869046,45.0540151,1,2,0,10000,5000,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-18 07:43:53.287958",NULL
2735,229,"Barcelona",0,2.1878461,41.4028556,2.1878461,41.4028556,2,6,4000,0,7000,0,0,0,1,true,true,true,true,true,false,false,"16:0","16:16","2019-06-26 14:02:34.414882",NULL
1343,1161,"Amsterdam",1,4.88272819346302,52.3650283113703,4.8919423,52.3633496,1,2,50,50,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-03-09 17:14:05.586471",NULL
NULL,1811,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4707,"Roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2977,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3147,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4422,"Fundão",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1640,1402,"Roma",0,12.8783726,41.683327,12.8759882,41.6869097,1,2,90,20,0,0,30,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-04-14 12:07:01.361326",NULL
1842,1566,"Palermo",5,13.3337106,38.129172,13.3102539,38.1657362,1,2,0,100,0,0,100,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-05-14 09:17:14.800666",NULL
1416,1102,"Palermo",1,13.3631073,38.1163373,13.3526928,38.1073114,1,2,1000,9000,0,0,0,0,1,true,true,true,true,true,false,false,"8:0","17:00","2019-03-18 11:31:11.844187",NULL
3876,379,"Preston",0,-122.0312186,37.33233141,-122.0312186,37.33233141,1,2,0,0,0,0,0,9000,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-29 10:07:01.350876",NULL
NULL,3247,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1782,"Barcelona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1789,1500,"Palermo",58,13.3612799235997,37.5223002994539,13.2357391843779,38.0365600009602,7,1,0,0,10000,0,8000,0,1,false,false,false,false,false,false,true,"9:00","17:00","2019-05-12 15:48:42.567327",NULL
3421,3886,"Katowice",3,19.0535695,50.2592185,19.0138262,50.2534987,1,2,1000,9000,1000,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-09-25 19:58:33.317195",NULL
NULL,3497,"Gent",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4902,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1668,1423,"Palermo",3,13.367568,38.1146191,13.3428250160192,38.1391889183206,1,2,0,90,0,0,10,0,1,true,true,true,true,true,false,false,"15:2","21:0","2019-04-18 11:16:36.793163",NULL
2837,2259,"Barcelona",3,2.1830053,41.4227597,2.154199,41.4356033,1,3,0,10000,0,0,0,0,1,true,true,true,true,true,true,true,"15:57","16:12","2019-07-11 13:57:44.316658",NULL
21,17,"Torino",1,13.3596956,38.1346467,13.3459877,38.1326324,1,3,100,0,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-18 15:03:55.884005",NULL
2958,2706,"Teresina",10,-42.8802768999999,-5.0736087,-42.8024235,-5.1111122,1,10,0,9000,2000,0,0,0,1,true,true,true,true,true,false,false,"7:28","7:59","2019-08-01 10:41:32.247856",NULL
2603,1913,"Barcelona",4,2.1495969,41.3836593,2.1924315,41.401782,1,2,1000,0,0,0,0,0,1,true,true,true,true,true,false,false,"9:30","19:0","2019-06-17 07:13:44.052714",NULL
4067,4647,"Torino",2,7.6550475,45.0629434,7.6834007,45.0600339,1,2,2000,9000,6000,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-16 19:29:26.082267",NULL
3284,3643,"Gent",3,3.7304423,51.0764988,3.7252183,51.0541191,1,2,0,10000,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-09-17 18:19:28.910751",NULL
NULL,1768,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4974,"Torino",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
653,7,"Palermo",1,13.3651668,38.1148595,13.3739982,38.1158207,1,2,7000,0,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-12-07 09:53:12.166376",NULL
3657,4540,"Teresina",5,-42.7577292,-5.05831699999999,-42.7985212,-5.0586047,1,4,0,0,0,0,10000,0,5,true,true,true,true,true,false,false,"8:0","20:32","2019-10-14 23:41:15.806062",NULL
2249,1893,"Palermo",3,13.3725335,38.1069179,13.3477737,38.1312141,1,9,0,0,0,0,10000,0,1,true,true,true,true,true,true,false,"8:0","16:30","2019-05-26 02:51:56.899249",NULL
NULL,4766,"Barcelona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,283,"Barcelona",6,2.1865055,41.432974,2.126379,41.409934,2,3,100,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-06 13:40:49.349384","2018-10-06 13:40:53.657288"
341,326,"Barcelona",12,2.1062178,41.34836,2.1907388,41.4308425,3,1,100,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-11 14:11:55.273356",NULL
4063,4841,"Palermo",1,13.3546333,38.1332348,13.363786,38.125011,1,2,0,5000,0,0,0,7000,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-11-15 14:26:49.707058",NULL
219,211,"Palermo",1,13.355164,38.1362366,13.3525436,38.1287982,2,0,100,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-02 07:27:23.574771",NULL
NULL,4306,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2939,2779,"Valletta",11,14.3617343,35.9189327,14.484382,35.9033167,1,2,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-07-30 07:59:00.356035",NULL
996,836,"Palermo",0,13.3455861106402,38.1281803054406,13.3477737,38.1312141,1,4,100,0,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-02-18 21:14:44.682638",NULL
2165,1816,"Palermo",0,13.3650385,38.1133312,13.3650707,38.1132874,1,2,7000,8000,0,0,0,0,1,true,true,true,true,true,true,false,"9:00","18:0","2019-05-22 11:24:08.547786",NULL
